"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 04 01:56:27 CEST 2026","Sat Apr 04 01:57:06 CEST 2026","38759","","com.elvira.tests.EskizRezumePageTest","","com.elvira.tests.EskizRezumePageTest","resumeTest","resumeTest()","Verify that user can asserted Resume visible"
